saleshistorykey,realestatepropertycode,salestypedsc,saledate,saleamt,propertystreetnbrnametext,propertyclasstypedsc,coolingtypedsc,dwellingtypedsc,heatingtypedsc,dwellingyearbuiltdate,storiesquantitydsc,fireplacecnt,bedroomcnt,bathroomcnt
750731577,2012007,New Construction,2024-01-31,2750000,3400 N OHIO ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2023,2.0,1,7,7
750705037,1017008,t Applicable,1996-11-26,198000,6575 LITTLE FALLS RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2014,2.0,1,5,5
750710789,1031003,t Applicable,2022-05-05,2290000,6300 28th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2019,2.0,1,6,6
750791421,3047171,t Applicable,1985-11-14,675000,3215 N VERMONT ST,-Single Family Detached,Central air,34 - 2 3/4 sty,Forced hot air-gas,2019,2.0,5,9,13
750791421,3047171,t Applicable,1985-11-14,675000,3215 N VERMONT ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air-gas,2019,1.0,1,9,13
750751629,2054014,t Applicable,2018-07-13,839900,5315 26th RD N,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1941,1.5,1,4,3
751257617,18021030,t Applicable,2003-09-16,600000,1080 N CLEVELAND ST,-Single Family Detached,Central air,35 - 3 and 3+ sty,Forced hot air,1989,3.00,1,9,7
750805505,3074035,t Applicable,1980-07-16,208000,4500 33rd ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,2018,2.0,3,6,9
750830617,5004010,t Applicable,2018-03-22,1825000,2413 N VERNON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2015,2.0,1,5,5
751671417,37015009,t Applicable,2002-03-15,549000,1251 OAKCREST RD,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,1940,2.00,1,3,3
751847637,14019102,Not Previously Assessed,2007-12-13,899000,1107 N UTAH ST,-Side by side,Central air,91 - Side X Side,Forced hot air,2007,2.0,2,4,4
751295749,19051013,t Applicable,1989-04-25,185000,3117 1st ST N,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Forced hot air-gas,2017,0,0,7,8
750821401,4026044,Relocation Sale/Holding Co.,2005-07-20,850000,2947 26th ST N,-Single Family Detached,Central air,"63 - Split-level, 3 levels",Forced hot air,1959,,3,4,4
750735513,2020026,t Applicable,2009-11-05,683000,4890 OLD DOMINION DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1975,2.0,1,4,3
750710985,1032007,t Applicable,2011-05-26,1165000,6401 28th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1951,2.0,1,5,5
750877749,7006030,t Applicable,2009-07-28,490000,4789 21st RD N,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1938,2.0,0,2,1
750796125,3060035,t Applicable,2018-03-30,784000,3206 N GLEBE RD,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1953,1.00,2,3,3
750800089,3066054,t Applicable,1980-08-18,105000,4316 N OLD GLEBE RD,-Single Family Detached,Central air,31 - 2 Story,Hot water,1940,2.0,1,5,4
750790477,3047116,Land Sale,2018-02-23,711350,4339 26th ST N,-Single Family Detached,Central air,,Forced hot air-gas,2019,2.0,1,5,5
751844745,19006199,"Multiple RPCs, Not A Coded S",2010-10-20,1430550,1012 N HIGHLAND ST 130BS,-Commercial Condo,Central air,152 -  Condominium Unit,Forced hot air-gas,2007,1.0,0,0,0
751628921,35001326,t Applicable,2014-08-05,382000,1211 S EADS ST 1505,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1989,1.00,0,1,2
750909057,8009004,New Construction,2021-03-26,1600000,2007 N EDISON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2020,2.0,1,5,6
750807753,4003033,t Applicable,2021-06-14,1426000,3813 37th ST N,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1959,1.5,3,6,4
751531849,30004265,t Applicable,1993-05-27,125000,4232 32nd ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,1
751416697,25021093,t Applicable,2005-11-18,472000,949 S ROLFE ST 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1979,2.00,1,3,3
750809301,4007024,New Construction,2013-10-04,1445000,3165 MILITARY RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2013,2.0,3,5,5
751352633,22014080,t Applicable,1988-05-24,82000,5353 COLUMBIA PIKE 311,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,2,2
750787969,3046050,t Applicable,1996-04-12,475000,4615 35th ST N,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1959,1.00,2,0,4
751412105,25015005,t Applicable,1989-06-21,197000,810 S BARTON ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1927,1.75,1,3,2
751453745,28010015,t Applicable,2021-06-02,740000,1005 S EDISON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1942,2.0,0,3,3
750733869,2018022,t Applicable,2014-03-14,825000,3438 N GEORGE MASON DR,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1951,1.0,1,3,3
751580629,31030043,t Applicable,2021-05-24,550000,3655 S FOUR MILE RUN DR,-Side by side,Central air,91 - Side X Side,Forced hot air,1945,2.00,0,3,2
750810925,4010028,t Applicable,1999-11-30,387500,3883 30th ST N,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Baseboard,1961,1.00,2,4,3
750804781,3073042,t Applicable,1986-10-30,210000,4709 37th ST N,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1935,1.5,2,3,3
750840201,5027008,"Multiple RPCs, Not A Coded S",1998-10-23,334900,2263 N UPTON ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,1915,2.0,0,4,3
750774069,3016013,t Applicable,1987-10-19,165000,5059 35th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1950,2.0,1,5,0
751563821,31011021,t Applicable,1991-06-17,117500,1940 S KENMORE ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1961,1.0,1,3,2
750802505,3071005,t Applicable,1988-01-04,502500,3804 N ALBEMARLE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1941,2.0,3,3,4
751668101,37007007,t Applicable,1990-08-21,135000,1102 18th ST S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2020,2.0,1,5,5
750905477,8001045,t Applicable,1992-11-30,210000,2250 N COLUMBUS ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.00,1,4,4
750804357,3073016,t Applicable,2014-08-19,860000,3823 N ABINGDON ST,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air-gas,1955,1.0,1,5,3
751674461,37021073,t Applicable,2011-10-28,685000,2715 S INGE ST,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1956,1.0,2,3,2
751603077,32013599,t Applicable,2006-11-06,299000,1500 S BARTON ST 599,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
750704853,1016009,t Applicable,2000-06-16,317770,6605 LITTLE FALLS RD,-Single Family Detached,Central air,32 - 2-Story with Attic,Hot water,1920,2.0,1,4,4
750859413,6005006,t Applicable,1994-12-28,172000,1527 N UTAH ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1925,2.0,1,3,2
751865233,13041115,t Applicable,2017-09-28,975000,5716 5th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2009,2.0,1,3,4
750859061,6004001,t Applicable,2024-10-03,2100000,4327 16th ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,1930,2.0,1,5,5
750922097,9019009,Land Sale,2007-04-27,705000,1830 N INGLEWOOD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2008,2.0,1,5,5
751602961,32013592,t Applicable,1988-06-22,99900,1500 S BARTON ST 592,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
750956485,11001152,t Applicable,2002-02-27,425000,2223 N QUANTICO ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,1929,2.0,2,3,6
750810309,4009010,t Applicable,2000-01-12,508000,3075 N POLLARD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1941,2.0,3,3,4
751726653,14025113,Not Previously Assessed,2004-05-14,431405,1000 N RANDOLPH ST 904,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2004,1.0,0,2,2
750793733,3053024,t Applicable,1996-10-07,475000,4518 32nd ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.0,3,3,4
751369949,23020015,t Applicable,2024-10-04,1330000,4146 6th ST S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1947,2.0,1,4,4
751744249,18025230,Not Previously Assessed,2005-07-18,442900,1021 N GARFIELD ST 511,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,1,1
750734057,2018034,t Applicable,1998-04-29,310000,3421 N EDISON ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1952,1.00,2,3,3
751168245,16026439,Not Market Sale,2000-03-29,183750,2100 LANGSTON BLVD 438,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1987,1.00,0,2,3
751568305,31014033,t Applicable,2006-09-11,330000,2008 S MONROE ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,2008,2.25,0,3,4
750897145,7035030,t Applicable,2009-03-03,1280000,1502 N ABINGDON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2008,2.0,1,5,6
750862501,6013007,t Applicable,2016-04-27,1550000,1807 N STAFFORD ST,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air-gas,2012,2.5,2,6,7
751494745,29004313,t Applicable,2015-12-22,263500,4523 28th RD S 3-14,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,1,1,1
751673837,37021037,t Applicable,2005-04-13,675000,834 31st ST S,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Forced hot air,1961,1.0,1,6,3
751800417,18014269,Not Previously Assessed,2006-07-19,444700,1220 N FILLMORE ST 508,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,2,2
750706817,1020028,DREA Not a market Sale,2021-08-26,900000,6301 31st ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2024,2.0,1,5,7
750763949,2085002,t Applicable,2007-07-30,1365000,5079 YORKTOWN BLVD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2006,2.0,2,0,1
750878313,7006062,t Applicable,1996-10-28,158000,2128 N BRANDYWINE ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1938,2.00,0,2,2
751679801,37029019,t Applicable,1989-05-02,276500,2812 S JOYCE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,2,0,0
751726521,14025096,t Applicable,2012-07-13,520000,1000 N RANDOLPH ST 103,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2004,1.0,0,2,2
751566873,31013131,t Applicable,1990-06-15,130500,2016 S LOWELL ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1982,2.00,0,2,0
750751249,2053049,t Applicable,1984-01-17,225000,2510 N HARRISON ST,-Townhouse (fee simple own),Central air,71 - Townhouse End Unit,Forced hot air,1984,2.0,2,3,4
750974865,11033101,Not Previously Assessed,1986-06-04,179775,1905 N OHIO ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1985,2.0,1,3,4
751529825,30003154,t Applicable,1995-08-24,138000,3345 S WAKEFIELD ST A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751701153,5051063,t Applicable,2012-06-22,830000,3600 VACATION LN,-Single Family Detached,Central air,"63 - Split-level, 3 levels",Forced hot air,1952,0,1,4,3
751525061,29015024,t Applicable,2004-09-08,502010,4708 31st ST S,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Heat pump,1992,2.00,1,2,4
751756153,17013183,"Multiple RPCs, Not A Coded S",2005-08-01,93740000,1415 N TAFT ST 1088,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,2,2
751440013,28002185,t Applicable,1998-12-11,189000,2546 S WALTER REED DR B,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1979,2.00,1,3,3
750758865,2073072,t Applicable,2017-11-28,810000,2320 N FLORIDA ST,-Single Family Detached,Central air,31 - 2 Story,Hot water,1938,2.0,1,3,3
750863093,6014022,t Applicable,2001-03-14,350000,1535 N RANDOLPH ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2019,2.0,1,5,5
750800057,3066046,Land Sale,2014-12-03,531200,4140 N OLD GLEBE RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2015,2.00,1,5,5
750762573,2081012,t Applicable,2014-07-18,742500,2313 N EVERGREEN ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1947,1.50,0,4,2
751689665,38008041,t Applicable,2008-12-05,343000,2638 S UHLE ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1941,2.00,0,2,2
750748093,2045030,Land Sale,2006-03-29,615000,2707 N DINWIDDIE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2007,2.0,2,4,6
750712553,1036019,t Applicable,1999-12-28,270000,6543 28th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1951,2.0,1,3,3
750937693,10001034,t Applicable,1989-10-30,145000,5540 LANGSTON BLVD 32-E,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1987,1.00,0,2,2
751727377,14025153,Not Previously Assessed,2004-07-22,451779,1000 N RANDOLPH ST 709,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2004,1.0,0,3,3
751796057,18014240,Not Previously Assessed,2006-06-23,376000,1201 N GARFIELD ST 901,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
751811941,34027186,t Applicable,2016-03-25,401900,3600 S GLEBE RD 501W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
751640293,35006538,t Applicable,2017-10-06,300000,1300 ARMY NAVY DR 0906,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
750719489,1057015,t Applicable,1991-01-28,226000,2431 N NOTTINGHAM ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1948,1.0,1,3,3
750858313,6002040,t Applicable,1986-09-30,103000,2016 N TAYLOR ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1925,2.0,1,3,3
751352885,22014093,t Applicable,1986-09-10,67500,5353 COLUMBIA PIKE 412,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,2,2
750863853,6014082,t Applicable,2014-09-03,790000,1622 N RANDOLPH ST,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1973,1.0,2,4,3
750776401,3024013,DREA Not a market Sale,2023-10-31,1100000,4907 OLD DOMINION DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1949,2.0,1,3,3
750936341,9074030,Not Previously Assessed,1993-06-16,117102,5509 10th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1993,2.00,1,0,0
751628233,35001290,t Applicable,2015-08-28,400000,1211 S EADS ST 1202,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1989,1.00,0,2,2
751555397,30021603,t Applicable,1995-12-01,148000,4624 34th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,1,2
750872105,6034024,t Applicable,1987-11-24,177800,2029 N KENMORE ST,-Res - Vacant(SF & Twnhse),Central air,31 - 2 Story,Forced hot air-gas,2024,2.0,1,5,8
750711449,1034008,t Applicable,2015-06-01,665000,6520 27th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2016,1.0,1,5,5
751668329,37008006,t Applicable,1993-04-29,185000,1116 19th ST S,-Single Family Detached,None,31 - 2 Story,Hot water,1931,2.00,0,3,2
750882889,7006382,t Applicable,2020-06-12,804800,2016 N BUCHANAN CT,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1996,3.0,1,3,3
750749549,2050009,t Applicable,2011-05-27,852000,5213 27th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1943,2.0,1,4,4
751570433,31016024,t Applicable,2015-12-23,295000,2026 S OAKLAND ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1945,2.00,0,2,1
751577517,31025109,t Applicable,1999-06-25,138500,2695 24th RD S,-Townhouse (fee simple own),Central air,71 - Townhouse End Unit,Forced hot air,1999,2.00,0,0,2
750816365,4011499,t Applicable,2023-03-24,1699000,2641 BEECHWOOD PL,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1992,2.00,4,4,6
750754489,2062007,t Applicable,2004-12-28,584000,4736 OLD DOMINION DR,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1938,1.75,1,3,2
751598109,32007151,t Applicable,2009-06-26,354500,2600 16th ST S 728,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,2,1
750748861,2048006,Partial Interest,1995-10-23,10110,5108 27th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2014,2.0,0,5,5
751619697,34020217,t Applicable,2015-09-01,444000,1805 CRYSTAL DR 1105S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1984,1.00,0,2,2
751454997,28014011,t Applicable,1997-12-11,160000,5208 12th ST S,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1955,1.00,1,3,1
751190785,17003456,t Applicable,2019-09-04,707450,1600 N OAK ST 1027,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1987,1.00,0,2,2
751340405,22001498,t Applicable,2012-08-27,182000,800 S ARLINGTON MILL DR 13204,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,1.00,0,2,1
751579229,31029047,"Foreclosure, Auction, Bankru",1998-04-09,89796,2416 S OAKLAND ST,-Side by side,Central air,91 - Side X Side,Hot water,1945,2.00,0,3,2
750838377,5024003,t Applicable,1998-07-17,365000,4045 25th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,1,3,3
750800801,3067003,t Applicable,2019-06-06,1001000,3865 N UPLAND ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air-gas,1954,1.0,2,5,3
751839337,27007586,t Applicable,2018-08-06,322900,4193 S FOUR MILE RUN DR 204,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1966,1.0,0,1,1
750930173,9049004,t Applicable,2018-04-30,1150000,1317 N EVERGREEN ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1952,2.0,2,4,5
751255793,18018006,Partial Interest,2003-11-10,149750,1227 N CLEVELAND ST,-Single Family Detached,Central air,11 - 1 Story,Hot water,1936,1.0,1,2,1
751712713,17037336,t Applicable,2012-06-25,1095000,1201 N NASH ST 605,-Condo Mid-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,1,2,3
751618521,34020149,Estate Sale,2007-06-18,593000,1805 CRYSTAL DR 0709S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1984,1.00,0,2,2
750832105,5005075,t Applicable,1997-08-27,240000,4555 24th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1956,1.00,1,3,3
751707369,14041103,Not Previously Assessed,2001-09-26,201010,3830 9th ST N 104W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,0,1,2
750812389,4011111,t Applicable,1980-03-24,255000,2781 N QUEBEC ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1965,2.0,1,4,5
750865185,6018005,t Applicable,1997-10-17,213000,4045 21st ST N,-Single Family Detached,Central air,31 - 2 Story,Heat pump,1920,2.0,0,4,4
750783621,3036205,Not Market Sale,2019-03-18,1250000,3619 N UPLAND ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1924,2.00,1,3,3
750754421,2062002,t Applicable,1987-02-24,181000,4731 24th RD N,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1937,1.75,1,3,3
751722941,14051713,Not Previously Assessed,2003-11-24,376800,851 N GLEBE RD 419,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2003,1.0,1,2,2
750784785,3038017,"Multiple RPCs, Not A Coded S",2020-02-24,2550000,4611 36th ST N,-Single Family Detached,Central air,41 - 2 & 2+ sty  Estate,Forced hot air,1965,2.0,2,5,6
751708305,14041135,t Applicable,2012-01-27,320000,3830 9th ST N 407W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,0,1,1
750795685,3060010,t Applicable,2001-06-27,321000,4834 33rd RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2014,2.0,3,5,5
750774901,3018010,Land Sale,2007-01-31,567000,4934 36th ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,2007,2.25,1,5,5
750705857,1019015,t Applicable,1994-10-27,183000,6537 29th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1951,1.00,1,4,2
750701321,1006080,Not Market Sale,1995-03-27,188000,6831 30th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2019,2.0,1,6,6
750758497,2073048,Land Sale,2014-05-30,625000,5252 25th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2015,2.0,1,5,5
751426021,26014007,t Applicable,2012-03-07,650000,3413 17th ST S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1952,2.0,1,4,4
