saleDateKey,saleDate,year,month,day,weekday,quarter
1705,8/31/1984,1984,8,31,6,3
1706,9/1/1984,1984,9,1,7,3
1707,9/2/1984,1984,9,2,1,3
1708,9/3/1984,1984,9,3,2,3
1709,9/4/1984,1984,9,4,3,3
1710,9/5/1984,1984,9,5,4,3
1711,9/6/1984,1984,9,6,5,3
1712,9/7/1984,1984,9,7,6,3
1713,9/8/1984,1984,9,8,7,3
1714,9/9/1984,1984,9,9,1,3
1715,9/10/1984,1984,9,10,2,3
1716,9/11/1984,1984,9,11,3,3
1717,9/12/1984,1984,9,12,4,3
1718,9/13/1984,1984,9,13,5,3
1719,9/14/1984,1984,9,14,6,3
1720,9/15/1984,1984,9,15,7,3
1721,9/16/1984,1984,9,16,1,3
1722,9/17/1984,1984,9,17,2,3
1723,9/18/1984,1984,9,18,3,3
1724,9/19/1984,1984,9,19,4,3
1725,9/20/1984,1984,9,20,5,3
1726,9/21/1984,1984,9,21,6,3
1727,9/22/1984,1984,9,22,7,3
1728,9/23/1984,1984,9,23,1,3
1729,9/24/1984,1984,9,24,2,3
1730,9/25/1984,1984,9,25,3,3
1731,9/26/1984,1984,9,26,4,3
1732,9/27/1984,1984,9,27,5,3
1733,9/28/1984,1984,9,28,6,3
1734,9/29/1984,1984,9,29,7,3
1735,9/30/1984,1984,9,30,1,3
1736,10/1/1984,1984,10,1,2,4
1737,10/2/1984,1984,10,2,3,4
1738,10/3/1984,1984,10,3,4,4
1739,10/4/1984,1984,10,4,5,4
1740,10/5/1984,1984,10,5,6,4
1741,10/6/1984,1984,10,6,7,4
1742,10/7/1984,1984,10,7,1,4
1743,10/8/1984,1984,10,8,2,4
1744,10/9/1984,1984,10,9,3,4
1745,10/10/1984,1984,10,10,4,4
1746,10/11/1984,1984,10,11,5,4
1747,10/12/1984,1984,10,12,6,4
1748,10/13/1984,1984,10,13,7,4
1749,10/14/1984,1984,10,14,1,4
1750,10/15/1984,1984,10,15,2,4
1751,10/16/1984,1984,10,16,3,4
1752,10/17/1984,1984,10,17,4,4
1753,10/18/1984,1984,10,18,5,4
1754,10/19/1984,1984,10,19,6,4
1755,10/20/1984,1984,10,20,7,4
1756,10/21/1984,1984,10,21,1,4
1757,10/22/1984,1984,10,22,2,4
1758,10/23/1984,1984,10,23,3,4
1759,10/24/1984,1984,10,24,4,4
1760,10/25/1984,1984,10,25,5,4
1761,10/26/1984,1984,10,26,6,4
1762,10/27/1984,1984,10,27,7,4
1763,10/28/1984,1984,10,28,1,4
1764,10/29/1984,1984,10,29,2,4
1765,10/30/1984,1984,10,30,3,4
1766,10/31/1984,1984,10,31,4,4
1767,11/1/1984,1984,11,1,5,4
1768,11/2/1984,1984,11,2,6,4
1769,11/3/1984,1984,11,3,7,4
1770,11/4/1984,1984,11,4,1,4
1771,11/5/1984,1984,11,5,2,4
1772,11/6/1984,1984,11,6,3,4
1773,11/7/1984,1984,11,7,4,4
1774,11/8/1984,1984,11,8,5,4
1775,11/9/1984,1984,11,9,6,4
1776,11/10/1984,1984,11,10,7,4
1777,11/11/1984,1984,11,11,1,4
1778,11/12/1984,1984,11,12,2,4
1779,11/13/1984,1984,11,13,3,4
1780,11/14/1984,1984,11,14,4,4
1781,11/15/1984,1984,11,15,5,4
1782,11/16/1984,1984,11,16,6,4
1783,11/17/1984,1984,11,17,7,4
1784,11/18/1984,1984,11,18,1,4
1785,11/19/1984,1984,11,19,2,4
1786,11/20/1984,1984,11,20,3,4
1787,11/21/1984,1984,11,21,4,4
1788,11/22/1984,1984,11,22,5,4
1789,11/23/1984,1984,11,23,6,4
1790,11/24/1984,1984,11,24,7,4
1791,11/25/1984,1984,11,25,1,4
1792,11/26/1984,1984,11,26,2,4
1793,11/27/1984,1984,11,27,3,4
1794,11/28/1984,1984,11,28,4,4
1795,11/29/1984,1984,11,29,5,4
1796,11/30/1984,1984,11,30,6,4
1797,12/1/1984,1984,12,1,7,4
1798,12/2/1984,1984,12,2,1,4
1799,12/3/1984,1984,12,3,2,4
1800,12/4/1984,1984,12,4,3,4
1801,12/5/1984,1984,12,5,4,4
1802,12/6/1984,1984,12,6,5,4
1803,12/7/1984,1984,12,7,6,4
1804,12/8/1984,1984,12,8,7,4
1805,12/9/1984,1984,12,9,1,4
1806,12/10/1984,1984,12,10,2,4
1807,12/11/1984,1984,12,11,3,4
1808,12/12/1984,1984,12,12,4,4
1809,12/13/1984,1984,12,13,5,4
1810,12/14/1984,1984,12,14,6,4
1811,12/15/1984,1984,12,15,7,4
1812,12/16/1984,1984,12,16,1,4
1813,12/17/1984,1984,12,17,2,4
1814,12/18/1984,1984,12,18,3,4
1815,12/19/1984,1984,12,19,4,4
1816,12/20/1984,1984,12,20,5,4
1817,12/21/1984,1984,12,21,6,4
1818,12/22/1984,1984,12,22,7,4
1819,12/23/1984,1984,12,23,1,4
1820,12/24/1984,1984,12,24,2,4
1821,12/25/1984,1984,12,25,3,4
1822,12/26/1984,1984,12,26,4,4
1823,12/27/1984,1984,12,27,5,4
1824,12/28/1984,1984,12,28,6,4
1825,12/29/1984,1984,12,29,7,4
1826,12/30/1984,1984,12,30,1,4
1827,12/31/1984,1984,12,31,2,4
1828,1/1/1985,1985,1,1,3,1
1829,1/2/1985,1985,1,2,4,1
1830,1/3/1985,1985,1,3,5,1
1831,1/4/1985,1985,1,4,6,1
1832,1/5/1985,1985,1,5,7,1
1833,1/6/1985,1985,1,6,1,1
1834,1/7/1985,1985,1,7,2,1
1835,1/8/1985,1985,1,8,3,1
1836,1/9/1985,1985,1,9,4,1
1837,1/10/1985,1985,1,10,5,1
1838,1/11/1985,1985,1,11,6,1
1839,1/12/1985,1985,1,12,7,1
1840,1/13/1985,1985,1,13,1,1
1841,1/14/1985,1985,1,14,2,1
1842,1/15/1985,1985,1,15,3,1
1843,1/16/1985,1985,1,16,4,1
1844,1/17/1985,1985,1,17,5,1
1845,1/18/1985,1985,1,18,6,1
1846,1/19/1985,1985,1,19,7,1
1847,1/20/1985,1985,1,20,1,1
1848,1/21/1985,1985,1,21,2,1
1849,1/22/1985,1985,1,22,3,1
1850,1/23/1985,1985,1,23,4,1
1851,1/24/1985,1985,1,24,5,1
1852,1/25/1985,1985,1,25,6,1
1853,1/26/1985,1985,1,26,7,1
1854,1/27/1985,1985,1,27,1,1
1855,1/28/1985,1985,1,28,2,1
1856,1/29/1985,1985,1,29,3,1
1857,1/30/1985,1985,1,30,4,1
1858,1/31/1985,1985,1,31,5,1
1859,2/1/1985,1985,2,1,6,1
1860,2/2/1985,1985,2,2,7,1
1861,2/3/1985,1985,2,3,1,1
1862,2/4/1985,1985,2,4,2,1
1863,2/5/1985,1985,2,5,3,1
1864,2/6/1985,1985,2,6,4,1
1865,2/7/1985,1985,2,7,5,1
1866,2/8/1985,1985,2,8,6,1
1867,2/9/1985,1985,2,9,7,1
1868,2/10/1985,1985,2,10,1,1
1869,2/11/1985,1985,2,11,2,1
1870,2/12/1985,1985,2,12,3,1
1871,2/13/1985,1985,2,13,4,1
1872,2/14/1985,1985,2,14,5,1
1873,2/15/1985,1985,2,15,6,1
1874,2/16/1985,1985,2,16,7,1
1875,2/17/1985,1985,2,17,1,1
1876,2/18/1985,1985,2,18,2,1
1877,2/19/1985,1985,2,19,3,1
1878,2/20/1985,1985,2,20,4,1
1879,2/21/1985,1985,2,21,5,1
1880,2/22/1985,1985,2,22,6,1
1881,2/23/1985,1985,2,23,7,1
1882,2/24/1985,1985,2,24,1,1
1883,2/25/1985,1985,2,25,2,1
1884,2/26/1985,1985,2,26,3,1
1885,2/27/1985,1985,2,27,4,1
1886,2/28/1985,1985,2,28,5,1
1887,3/1/1985,1985,3,1,6,1
1888,3/2/1985,1985,3,2,7,1
1889,3/3/1985,1985,3,3,1,1
1890,3/4/1985,1985,3,4,2,1
1891,3/5/1985,1985,3,5,3,1
1892,3/6/1985,1985,3,6,4,1
1893,3/7/1985,1985,3,7,5,1
1894,3/8/1985,1985,3,8,6,1
1895,3/9/1985,1985,3,9,7,1
1896,3/10/1985,1985,3,10,1,1
1897,3/11/1985,1985,3,11,2,1
1898,3/12/1985,1985,3,12,3,1
1899,3/13/1985,1985,3,13,4,1
1900,3/14/1985,1985,3,14,5,1
1901,3/15/1985,1985,3,15,6,1
1902,3/16/1985,1985,3,16,7,1
1903,3/17/1985,1985,3,17,1,1
1904,3/18/1985,1985,3,18,2,1
1905,3/19/1985,1985,3,19,3,1
1906,3/20/1985,1985,3,20,4,1
1907,3/21/1985,1985,3,21,5,1
1908,3/22/1985,1985,3,22,6,1
1909,3/23/1985,1985,3,23,7,1
1910,3/24/1985,1985,3,24,1,1
1911,3/25/1985,1985,3,25,2,1
1912,3/26/1985,1985,3,26,3,1
1913,3/27/1985,1985,3,27,4,1
1914,3/28/1985,1985,3,28,5,1
1915,3/29/1985,1985,3,29,6,1
1916,3/30/1985,1985,3,30,7,1
1917,3/31/1985,1985,3,31,1,1
1918,4/1/1985,1985,4,1,2,2
1919,4/2/1985,1985,4,2,3,2
1920,4/3/1985,1985,4,3,4,2
1921,4/4/1985,1985,4,4,5,2
1922,4/5/1985,1985,4,5,6,2
1923,4/6/1985,1985,4,6,7,2
1924,4/7/1985,1985,4,7,1,2
1925,4/8/1985,1985,4,8,2,2
1926,4/9/1985,1985,4,9,3,2
1927,4/10/1985,1985,4,10,4,2
1928,4/11/1985,1985,4,11,5,2
1929,4/12/1985,1985,4,12,6,2
1930,4/13/1985,1985,4,13,7,2
1931,4/14/1985,1985,4,14,1,2
1932,4/15/1985,1985,4,15,2,2
1933,4/16/1985,1985,4,16,3,2
1934,4/17/1985,1985,4,17,4,2
1935,4/18/1985,1985,4,18,5,2
1936,4/19/1985,1985,4,19,6,2
1937,4/20/1985,1985,4,20,7,2
1938,4/21/1985,1985,4,21,1,2
1939,4/22/1985,1985,4,22,2,2
1940,4/23/1985,1985,4,23,3,2
1941,4/24/1985,1985,4,24,4,2
1942,4/25/1985,1985,4,25,5,2
1943,4/26/1985,1985,4,26,6,2
1944,4/27/1985,1985,4,27,7,2
1945,4/28/1985,1985,4,28,1,2
1946,4/29/1985,1985,4,29,2,2
1947,4/30/1985,1985,4,30,3,2
1948,5/1/1985,1985,5,1,4,2
1949,5/2/1985,1985,5,2,5,2
1950,5/3/1985,1985,5,3,6,2
1951,5/4/1985,1985,5,4,7,2
1952,5/5/1985,1985,5,5,1,2
1953,5/6/1985,1985,5,6,2,2
1954,5/7/1985,1985,5,7,3,2
1955,5/8/1985,1985,5,8,4,2
1956,5/9/1985,1985,5,9,5,2
1957,5/10/1985,1985,5,10,6,2
1958,5/11/1985,1985,5,11,7,2
1959,5/12/1985,1985,5,12,1,2
1960,5/13/1985,1985,5,13,2,2
1961,5/14/1985,1985,5,14,3,2
1962,5/15/1985,1985,5,15,4,2
1963,5/16/1985,1985,5,16,5,2
1964,5/17/1985,1985,5,17,6,2
1965,5/18/1985,1985,5,18,7,2
1966,5/19/1985,1985,5,19,1,2
1967,5/20/1985,1985,5,20,2,2
1968,5/21/1985,1985,5,21,3,2
1969,5/22/1985,1985,5,22,4,2
1970,5/23/1985,1985,5,23,5,2
1971,5/24/1985,1985,5,24,6,2
1972,5/25/1985,1985,5,25,7,2
1973,5/26/1985,1985,5,26,1,2
1974,5/27/1985,1985,5,27,2,2
1975,5/28/1985,1985,5,28,3,2
1976,5/29/1985,1985,5,29,4,2
1977,5/30/1985,1985,5,30,5,2
1978,5/31/1985,1985,5,31,6,2
1979,6/1/1985,1985,6,1,7,2
1980,6/2/1985,1985,6,2,1,2
1981,6/3/1985,1985,6,3,2,2
1982,6/4/1985,1985,6,4,3,2
1983,6/5/1985,1985,6,5,4,2
1984,6/6/1985,1985,6,6,5,2
1985,6/7/1985,1985,6,7,6,2
1986,6/8/1985,1985,6,8,7,2
1987,6/9/1985,1985,6,9,1,2
1988,6/10/1985,1985,6,10,2,2
1989,6/11/1985,1985,6,11,3,2
1990,6/12/1985,1985,6,12,4,2
1991,6/13/1985,1985,6,13,5,2
1992,6/14/1985,1985,6,14,6,2
1993,6/15/1985,1985,6,15,7,2
1994,6/16/1985,1985,6,16,1,2
1995,6/17/1985,1985,6,17,2,2
1996,6/18/1985,1985,6,18,3,2
1997,6/19/1985,1985,6,19,4,2
1998,6/20/1985,1985,6,20,5,2
1999,6/21/1985,1985,6,21,6,2
2000,6/22/1985,1985,6,22,7,2
2001,6/23/1985,1985,6,23,1,2
2002,6/24/1985,1985,6,24,2,2
2003,6/25/1985,1985,6,25,3,2
2004,6/26/1985,1985,6,26,4,2
2005,6/27/1985,1985,6,27,5,2
2006,6/28/1985,1985,6,28,6,2
2007,6/29/1985,1985,6,29,7,2
2008,6/30/1985,1985,6,30,1,2
2009,7/1/1985,1985,7,1,2,3
2010,7/2/1985,1985,7,2,3,3
2011,7/3/1985,1985,7,3,4,3
2012,7/4/1985,1985,7,4,5,3
2013,7/5/1985,1985,7,5,6,3
2014,7/6/1985,1985,7,6,7,3
2015,7/7/1985,1985,7,7,1,3
2016,7/8/1985,1985,7,8,2,3
2017,7/9/1985,1985,7,9,3,3
2018,7/10/1985,1985,7,10,4,3
2019,7/11/1985,1985,7,11,5,3
2020,7/12/1985,1985,7,12,6,3
2021,7/13/1985,1985,7,13,7,3
2022,7/14/1985,1985,7,14,1,3
2023,7/15/1985,1985,7,15,2,3
2024,7/16/1985,1985,7,16,3,3
2025,7/17/1985,1985,7,17,4,3
2026,7/18/1985,1985,7,18,5,3
2027,7/19/1985,1985,7,19,6,3
2028,7/20/1985,1985,7,20,7,3
2029,7/21/1985,1985,7,21,1,3
2030,7/22/1985,1985,7,22,2,3
2031,7/23/1985,1985,7,23,3,3
2032,7/24/1985,1985,7,24,4,3
2033,7/25/1985,1985,7,25,5,3
2034,7/26/1985,1985,7,26,6,3
2035,7/27/1985,1985,7,27,7,3
2036,7/28/1985,1985,7,28,1,3
2037,7/29/1985,1985,7,29,2,3
2038,7/30/1985,1985,7,30,3,3
2039,7/31/1985,1985,7,31,4,3
2040,8/1/1985,1985,8,1,5,3
2041,8/2/1985,1985,8,2,6,3
2042,8/3/1985,1985,8,3,7,3
2043,8/4/1985,1985,8,4,1,3
2044,8/5/1985,1985,8,5,2,3
2045,8/6/1985,1985,8,6,3,3
2046,8/7/1985,1985,8,7,4,3
2047,8/8/1985,1985,8,8,5,3
2048,8/9/1985,1985,8,9,6,3
2049,8/10/1985,1985,8,10,7,3
2050,8/11/1985,1985,8,11,1,3
2051,8/12/1985,1985,8,12,2,3
2052,8/13/1985,1985,8,13,3,3
2053,8/14/1985,1985,8,14,4,3
2054,8/15/1985,1985,8,15,5,3
2055,8/16/1985,1985,8,16,6,3
2056,8/17/1985,1985,8,17,7,3
2057,8/18/1985,1985,8,18,1,3
2058,8/19/1985,1985,8,19,2,3
2059,8/20/1985,1985,8,20,3,3
2060,8/21/1985,1985,8,21,4,3
2061,8/22/1985,1985,8,22,5,3
2062,8/23/1985,1985,8,23,6,3
2063,8/24/1985,1985,8,24,7,3
2064,8/25/1985,1985,8,25,1,3
2065,8/26/1985,1985,8,26,2,3
2066,8/27/1985,1985,8,27,3,3
2067,8/28/1985,1985,8,28,4,3
2068,8/29/1985,1985,8,29,5,3
2069,8/30/1985,1985,8,30,6,3
2070,8/31/1985,1985,8,31,7,3
2071,9/1/1985,1985,9,1,1,3
2072,9/2/1985,1985,9,2,2,3
2073,9/3/1985,1985,9,3,3,3
2074,9/4/1985,1985,9,4,4,3
2075,9/5/1985,1985,9,5,5,3
2076,9/6/1985,1985,9,6,6,3
2077,9/7/1985,1985,9,7,7,3
2078,9/8/1985,1985,9,8,1,3
2079,9/9/1985,1985,9,9,2,3
2080,9/10/1985,1985,9,10,3,3
2081,9/11/1985,1985,9,11,4,3
2082,9/12/1985,1985,9,12,5,3
2083,9/13/1985,1985,9,13,6,3
2084,9/14/1985,1985,9,14,7,3
2085,9/15/1985,1985,9,15,1,3
2086,9/16/1985,1985,9,16,2,3
2087,9/17/1985,1985,9,17,3,3
2088,9/18/1985,1985,9,18,4,3
2089,9/19/1985,1985,9,19,5,3
2090,9/20/1985,1985,9,20,6,3
2091,9/21/1985,1985,9,21,7,3
2092,9/22/1985,1985,9,22,1,3
2093,9/23/1985,1985,9,23,2,3
2094,9/24/1985,1985,9,24,3,3
2095,9/25/1985,1985,9,25,4,3
2096,9/26/1985,1985,9,26,5,3
2097,9/27/1985,1985,9,27,6,3
2098,9/28/1985,1985,9,28,7,3
2099,9/29/1985,1985,9,29,1,3
2100,9/30/1985,1985,9,30,2,3
2101,10/1/1985,1985,10,1,3,4
2102,10/2/1985,1985,10,2,4,4
2103,10/3/1985,1985,10,3,5,4
2104,10/4/1985,1985,10,4,6,4
2105,10/5/1985,1985,10,5,7,4
2106,10/6/1985,1985,10,6,1,4
2107,10/7/1985,1985,10,7,2,4
2108,10/8/1985,1985,10,8,3,4
2109,10/9/1985,1985,10,9,4,4
2110,10/10/1985,1985,10,10,5,4
2111,10/11/1985,1985,10,11,6,4
2112,10/12/1985,1985,10,12,7,4
2113,10/13/1985,1985,10,13,1,4
2114,10/14/1985,1985,10,14,2,4
2115,10/15/1985,1985,10,15,3,4
2116,10/16/1985,1985,10,16,4,4
2117,10/17/1985,1985,10,17,5,4
2118,10/18/1985,1985,10,18,6,4
2119,10/19/1985,1985,10,19,7,4
2120,10/20/1985,1985,10,20,1,4
2121,10/21/1985,1985,10,21,2,4
2122,10/22/1985,1985,10,22,3,4
2123,10/23/1985,1985,10,23,4,4
2124,10/24/1985,1985,10,24,5,4
2125,10/25/1985,1985,10,25,6,4
2126,10/26/1985,1985,10,26,7,4
2127,10/27/1985,1985,10,27,1,4
2128,10/28/1985,1985,10,28,2,4
2129,10/29/1985,1985,10,29,3,4
2130,10/30/1985,1985,10,30,4,4
2131,10/31/1985,1985,10,31,5,4
2132,11/1/1985,1985,11,1,6,4
2133,11/2/1985,1985,11,2,7,4
2134,11/3/1985,1985,11,3,1,4
2135,11/4/1985,1985,11,4,2,4
2136,11/5/1985,1985,11,5,3,4
2137,11/6/1985,1985,11,6,4,4
2138,11/7/1985,1985,11,7,5,4
2139,11/8/1985,1985,11,8,6,4
2140,11/9/1985,1985,11,9,7,4
2141,11/10/1985,1985,11,10,1,4
2142,11/11/1985,1985,11,11,2,4
2143,11/12/1985,1985,11,12,3,4
2144,11/13/1985,1985,11,13,4,4
2145,11/14/1985,1985,11,14,5,4
2146,11/15/1985,1985,11,15,6,4
2147,11/16/1985,1985,11,16,7,4
2148,11/17/1985,1985,11,17,1,4
2149,11/18/1985,1985,11,18,2,4
2150,11/19/1985,1985,11,19,3,4
2151,11/20/1985,1985,11,20,4,4
2152,11/21/1985,1985,11,21,5,4
2153,11/22/1985,1985,11,22,6,4
2154,11/23/1985,1985,11,23,7,4
2155,11/24/1985,1985,11,24,1,4
2156,11/25/1985,1985,11,25,2,4
2157,11/26/1985,1985,11,26,3,4
2158,11/27/1985,1985,11,27,4,4
2159,11/28/1985,1985,11,28,5,4
2160,11/29/1985,1985,11,29,6,4
2161,11/30/1985,1985,11,30,7,4
2162,12/1/1985,1985,12,1,1,4
2163,12/2/1985,1985,12,2,2,4
2164,12/3/1985,1985,12,3,3,4
2165,12/4/1985,1985,12,4,4,4
2166,12/5/1985,1985,12,5,5,4
2167,12/6/1985,1985,12,6,6,4
2168,12/7/1985,1985,12,7,7,4
2169,12/8/1985,1985,12,8,1,4
2170,12/9/1985,1985,12,9,2,4
2171,12/10/1985,1985,12,10,3,4
2172,12/11/1985,1985,12,11,4,4
2173,12/12/1985,1985,12,12,5,4
2174,12/13/1985,1985,12,13,6,4
2175,12/14/1985,1985,12,14,7,4
2176,12/15/1985,1985,12,15,1,4
2177,12/16/1985,1985,12,16,2,4
2178,12/17/1985,1985,12,17,3,4
2179,12/18/1985,1985,12,18,4,4
2180,12/19/1985,1985,12,19,5,4
2181,12/20/1985,1985,12,20,6,4
2182,12/21/1985,1985,12,21,7,4
2183,12/22/1985,1985,12,22,1,4
2184,12/23/1985,1985,12,23,2,4
2185,12/24/1985,1985,12,24,3,4
2186,12/25/1985,1985,12,25,4,4
2187,12/26/1985,1985,12,26,5,4
2188,12/27/1985,1985,12,27,6,4
2189,12/28/1985,1985,12,28,7,4
2190,12/29/1985,1985,12,29,1,4
2191,12/30/1985,1985,12,30,2,4
2192,12/31/1985,1985,12,31,3,4
2193,1/1/1986,1986,1,1,4,1
2194,1/2/1986,1986,1,2,5,1
2195,1/3/1986,1986,1,3,6,1
2196,1/4/1986,1986,1,4,7,1
2197,1/5/1986,1986,1,5,1,1
2198,1/6/1986,1986,1,6,2,1
2199,1/7/1986,1986,1,7,3,1
2200,1/8/1986,1986,1,8,4,1
2201,1/9/1986,1986,1,9,5,1
2202,1/10/1986,1986,1,10,6,1
2203,1/11/1986,1986,1,11,7,1
2204,1/12/1986,1986,1,12,1,1
2205,1/13/1986,1986,1,13,2,1
2206,1/14/1986,1986,1,14,3,1
2207,1/15/1986,1986,1,15,4,1
2208,1/16/1986,1986,1,16,5,1
2209,1/17/1986,1986,1,17,6,1
2210,1/18/1986,1986,1,18,7,1
2211,1/19/1986,1986,1,19,1,1
2212,1/20/1986,1986,1,20,2,1
2213,1/21/1986,1986,1,21,3,1
2214,1/22/1986,1986,1,22,4,1
2215,1/23/1986,1986,1,23,5,1
2216,1/24/1986,1986,1,24,6,1
2217,1/25/1986,1986,1,25,7,1
2218,1/26/1986,1986,1,26,1,1
2219,1/27/1986,1986,1,27,2,1
2220,1/28/1986,1986,1,28,3,1
2221,1/29/1986,1986,1,29,4,1
2222,1/30/1986,1986,1,30,5,1
2223,1/31/1986,1986,1,31,6,1
2224,2/1/1986,1986,2,1,7,1
2225,2/2/1986,1986,2,2,1,1
2226,2/3/1986,1986,2,3,2,1
2227,2/4/1986,1986,2,4,3,1
2228,2/5/1986,1986,2,5,4,1
2229,2/6/1986,1986,2,6,5,1
2230,2/7/1986,1986,2,7,6,1
2231,2/8/1986,1986,2,8,7,1
2232,2/9/1986,1986,2,9,1,1
2233,2/10/1986,1986,2,10,2,1
2234,2/11/1986,1986,2,11,3,1
2235,2/12/1986,1986,2,12,4,1
2236,2/13/1986,1986,2,13,5,1
2237,2/14/1986,1986,2,14,6,1
2238,2/15/1986,1986,2,15,7,1
2239,2/16/1986,1986,2,16,1,1
2240,2/17/1986,1986,2,17,2,1
2241,2/18/1986,1986,2,18,3,1
2242,2/19/1986,1986,2,19,4,1
2243,2/20/1986,1986,2,20,5,1
2244,2/21/1986,1986,2,21,6,1
2245,2/22/1986,1986,2,22,7,1
2246,2/23/1986,1986,2,23,1,1
2247,2/24/1986,1986,2,24,2,1
2248,2/25/1986,1986,2,25,3,1
2249,2/26/1986,1986,2,26,4,1
2250,2/27/1986,1986,2,27,5,1
2251,2/28/1986,1986,2,28,6,1
2252,3/1/1986,1986,3,1,7,1
2253,3/2/1986,1986,3,2,1,1
2254,3/3/1986,1986,3,3,2,1
2255,3/4/1986,1986,3,4,3,1
2256,3/5/1986,1986,3,5,4,1
2257,3/6/1986,1986,3,6,5,1
2258,3/7/1986,1986,3,7,6,1
2259,3/8/1986,1986,3,8,7,1
2260,3/9/1986,1986,3,9,1,1
2261,3/10/1986,1986,3,10,2,1
2262,3/11/1986,1986,3,11,3,1
2263,3/12/1986,1986,3,12,4,1
2264,3/13/1986,1986,3,13,5,1
2265,3/14/1986,1986,3,14,6,1
2266,3/15/1986,1986,3,15,7,1
2267,3/16/1986,1986,3,16,1,1
2268,3/17/1986,1986,3,17,2,1
2269,3/18/1986,1986,3,18,3,1
2270,3/19/1986,1986,3,19,4,1
2271,3/20/1986,1986,3,20,5,1
2272,3/21/1986,1986,3,21,6,1
2273,3/22/1986,1986,3,22,7,1
2274,3/23/1986,1986,3,23,1,1
2275,3/24/1986,1986,3,24,2,1
2276,3/25/1986,1986,3,25,3,1
2277,3/26/1986,1986,3,26,4,1
2278,3/27/1986,1986,3,27,5,1
2279,3/28/1986,1986,3,28,6,1
2280,3/29/1986,1986,3,29,7,1
2281,3/30/1986,1986,3,30,1,1
2282,3/31/1986,1986,3,31,2,1
2283,4/1/1986,1986,4,1,3,2
2284,4/2/1986,1986,4,2,4,2
2285,4/3/1986,1986,4,3,5,2
2286,4/4/1986,1986,4,4,6,2
2287,4/5/1986,1986,4,5,7,2
2288,4/6/1986,1986,4,6,1,2
2289,4/7/1986,1986,4,7,2,2
2290,4/8/1986,1986,4,8,3,2
2291,4/9/1986,1986,4,9,4,2
2292,4/10/1986,1986,4,10,5,2
2293,4/11/1986,1986,4,11,6,2
2294,4/12/1986,1986,4,12,7,2
2295,4/13/1986,1986,4,13,1,2
2296,4/14/1986,1986,4,14,2,2
2297,4/15/1986,1986,4,15,3,2
2298,4/16/1986,1986,4,16,4,2
2299,4/17/1986,1986,4,17,5,2
2300,4/18/1986,1986,4,18,6,2
2301,4/19/1986,1986,4,19,7,2
2302,4/20/1986,1986,4,20,1,2
2303,4/21/1986,1986,4,21,2,2
2304,4/22/1986,1986,4,22,3,2
2305,4/23/1986,1986,4,23,4,2
2306,4/24/1986,1986,4,24,5,2
2307,4/25/1986,1986,4,25,6,2
2308,4/26/1986,1986,4,26,7,2
2309,4/27/1986,1986,4,27,1,2
2310,4/28/1986,1986,4,28,2,2
2311,4/29/1986,1986,4,29,3,2
2312,4/30/1986,1986,4,30,4,2
2313,5/1/1986,1986,5,1,5,2
2314,5/2/1986,1986,5,2,6,2
2315,5/3/1986,1986,5,3,7,2
2316,5/4/1986,1986,5,4,1,2
2317,5/5/1986,1986,5,5,2,2
2318,5/6/1986,1986,5,6,3,2
2319,5/7/1986,1986,5,7,4,2
2320,5/8/1986,1986,5,8,5,2
2321,5/9/1986,1986,5,9,6,2
2322,5/10/1986,1986,5,10,7,2
2323,5/11/1986,1986,5,11,1,2
2324,5/12/1986,1986,5,12,2,2
2325,5/13/1986,1986,5,13,3,2
2326,5/14/1986,1986,5,14,4,2
2327,5/15/1986,1986,5,15,5,2
2328,5/16/1986,1986,5,16,6,2
2329,5/17/1986,1986,5,17,7,2
2330,5/18/1986,1986,5,18,1,2
2331,5/19/1986,1986,5,19,2,2
2332,5/20/1986,1986,5,20,3,2
2333,5/21/1986,1986,5,21,4,2
2334,5/22/1986,1986,5,22,5,2
2335,5/23/1986,1986,5,23,6,2
2336,5/24/1986,1986,5,24,7,2
2337,5/25/1986,1986,5,25,1,2
2338,5/26/1986,1986,5,26,2,2
2339,5/27/1986,1986,5,27,3,2
2340,5/28/1986,1986,5,28,4,2
2341,5/29/1986,1986,5,29,5,2
2342,5/30/1986,1986,5,30,6,2
2343,5/31/1986,1986,5,31,7,2
2344,6/1/1986,1986,6,1,1,2
2345,6/2/1986,1986,6,2,2,2
2346,6/3/1986,1986,6,3,3,2
2347,6/4/1986,1986,6,4,4,2
2348,6/5/1986,1986,6,5,5,2
2349,6/6/1986,1986,6,6,6,2
2350,6/7/1986,1986,6,7,7,2
2351,6/8/1986,1986,6,8,1,2
2352,6/9/1986,1986,6,9,2,2
2353,6/10/1986,1986,6,10,3,2
2354,6/11/1986,1986,6,11,4,2
2355,6/12/1986,1986,6,12,5,2
2356,6/13/1986,1986,6,13,6,2
2357,6/14/1986,1986,6,14,7,2
2358,6/15/1986,1986,6,15,1,2
2359,6/16/1986,1986,6,16,2,2
2360,6/17/1986,1986,6,17,3,2
2361,6/18/1986,1986,6,18,4,2
2362,6/19/1986,1986,6,19,5,2
2363,6/20/1986,1986,6,20,6,2
2364,6/21/1986,1986,6,21,7,2
2365,6/22/1986,1986,6,22,1,2
2366,6/23/1986,1986,6,23,2,2
2367,6/24/1986,1986,6,24,3,2
2368,6/25/1986,1986,6,25,4,2
2369,6/26/1986,1986,6,26,5,2
